user_id,tier,comfort_zone_med,cz_group,bet_habit,spins_habit,spin_habit_group,weekly_play_days,bet_habit_group,bets_habit,daily_wager_group,ltv
Slots|Facebook|100007379082584,0,0,1,"17,301,089",292,8,5.7,4,"63,750",7,0
Slots|Facebook|100005760612625,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|DBFC807E-4DBE-4A46-BF57-A47A65382734,0,0,1,"606,260,639","1,804",13,7,5,"301,696",10,0
Slots|Apple|c467c531eb6d8e367666218bbece881b,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100005009474404,0,0,1,"49,100,000",22,2,2,7,"1,500,000",7,0
Slots|Apple|A0415A41-5B66-4D21-8920-CD8E36750DFF,1,2.99,2,"1,824,380,500",285,8,4.1,7,"4,517,857",11,59.87
Slots|Android|032f2b5f9430c043,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100007154473958,2,0,1,"43,541,428",124,6,2.49,5,"343,571",7,245
Slots|Apple|FC132CFC-EE3E-4077-AAE3-B79D5494775D,0,0,1,"639,926,250",666,11,6.6,6,"594,642",10,0
Slots|Android|ea56fda8ec1fff51,0,0,1,"2,147,483,647",289,8,4.12,9,"23,790,857",12,0
Slots|Facebook|10202784306662621,0,0,1,"101,188,228",209,8,2,5,"332,142",9,0
Slots|Facebook|100003881307008,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|F1FE38E7-F09A-4EFA-9902-B9E1B7C69325,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100000667227364,2,2.99,2,"101,935,333","1,655",13,0,4,"73,333",9,182.96
Slots|Apple|86AC5F9E-78E7-43BB-A820-350422EE0AA3,0,0,1,0,0,1,0,1,0,1,0.99
Slots|Apple|4BFC8880-773E-434F-A10D-72B82A398B19,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|4B73AB47-EA6D-4CE1-ABC1-FFFB606E2EEE,7,99.99,8,"2,147,483,647","3,480",13,7,10,"83,464,285",12,"38,008.00"
Slots|Facebook|1191298192,0,0,1,"53,910,000",46,3,2,7,"1,035,000",8,0
Slots|Android|d8784a5140ad9ebe,0,0,1,"347,525",425,10,4.08,1,750,3,0
Slots|Facebook|100000245094806,0,0,1,"94,502,142",251,8,2,5,"431,785",8,0
Slots|Facebook|100002238254321,0,0,1,"24,460,642",81,5,4.85,5,"168,892",7,0
Slots|Facebook|100003110798251,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|419C2E2E-2111-4BCD-BAB6-F155A8B9EBFB,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|5eded3848527766d,0,0,1,"506,346,428",449,10,5.9,7,"1,141,071",10,0
Slots|Facebook|1625868005,0,0,1,"764,337,142",479,10,4.08,7,"1,119,642",10,0
Slots|Facebook|100000877735779,0,0,1,"13,680,000",71,4,7,5,"240,000",7,0
Slots|Facebook|1141249062,0,0,1,"736,272,321","1,176",13,7,6,"699,107",10,0
Slots|Facebook|100004093148995,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100003082755954,0,0,1,"68,874,357",404,10,2,5,"126,071",8,0
Slots|Facebook|100000653645762,0,0,1,"311,968,928","1,169",13,6.88,5,"275,714",9,0
Slots|Android|ae9014d08ebcc417,0,0,1,"10,909,530",282,8,2.09,4,"55,150",7,0
Slots|Facebook|100000456425176,6,11.24,3,"2,147,483,647",404,10,6.1,9,"16,571,428",12,"19,757.74"
Slots|Facebook|1676341319336785,0,0,1,"108,690,428",335,9,4.6,5,"168,339",9,0
Slots|Facebook|1604838377,1,3.99,2,"418,428,571",165,7,4.42,7,"2,767,857",9,37.92
Slots|Apple|263FA58E-6F59-4E17-AFC3-26D936F2431B,2,19.99,4,"658,878,571",979,12,5.3,6,"654,464",10,346.7
Slots|Apple|F5BCD76F-B2D6-48A1-A647-6315F796B6FD,1,0,1,"178,782",168,7,7,2,"1,035",3,17.98
Slots|Facebook|100001889700143,0,0,1,"241,610",239,8,7,2,"1,064",3,0
Slots|Apple|55B17F0B-6A6E-47B9-87B0-E9F6BB3DD88E,4,19.99,4,"2,147,483,647","2,039",13,6.19,8,"9,214,285",12,"4,720.32"
Slots|Facebook|100003358574227,2,0,1,"41,487,500",51,3,2.69,6,"862,500",7,139.93
Slots|Android|9b661b81580f42a7,0,0,1,"4,857,767",267,8,7,3,"21,178",5,0
Slots|Facebook|100003328837254,0,0,1,"1,638,014,107","1,414",13,7,7,"1,337,142",11,0
Slots|Facebook|100009486879185,0,0,1,"310,476,190",105,6,2.53,7,"2,271,428",9,0
Slots|Facebook|1730106404,0,0,1,"40,303,571",46,3,2.6,6,"750,000",7,0
Slots|Apple|8455372E-AF09-4374-8120-0A9597222EAB,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100005631811688,0,0,1,"80,821,071",438,10,4.52,5,"136,785",8,0
Slots|Android|6a6d7f0fe95436a5,0,0,1,"61,650,239","1,339",13,2.38,3,"48,971",8,0
Slots|Facebook|1731376383759973,0,0,1,"337,230,000",252,8,2,7,"1,800,000",9,0
Slots|Facebook|571663600,4,0,1,0,0,1,0,6,"750,000",1,"1,686.55"
Slots|Facebook|100008789370860,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100002963188601,0,0,1,"93,600,714",221,8,3.8,5,"278,750",8,0
Slots|Facebook|748500651,1,0,1,"122,197,428",175,7,5,6,"535,857",9,30.96
Slots|Facebook|100000477704687,0,0,1,"50,499,166",50,3,2,6,"960,000",8,0
Slots|Facebook|100006150017716,0,0,1,"3,205,525",478,10,6.9,2,"3,450",5,0
Slots|Facebook|100000708654583,0,0,1,"169,188,571",472,10,2,5,"468,928",9,0
Slots|Facebook|629930277,0,0,1,"50,949,000",273,8,4.9,5,"139,285",8,0
Slots|Facebook|100000005777705,0,0,1,"331,629,464",86,5,3.6,7,"3,008,928",9,0
Slots|Facebook|1060578731,0,0,1,"12,574,428",81,5,5.7,5,"142,946",7,0
Slots|Android|18c58f4a583aa659,0,0,1,"258,448,400","3,458",13,2.63,4,"58,500",9,0
Slots|Facebook|100002968481361,0,0,1,"78,779,464",69,4,5.59,6,"767,857",8,0
Slots|Facebook|100002356470372,4,8.89,3,"2,147,483,647",647,11,7,7,"4,064,285",12,"4,224.90"
Slots|Facebook|100005250936174,0,0,1,"98,976,785",669,11,7,5,"138,839",8,0
Slots|Facebook|100002457707558,0,0,1,"5,532,000",156,7,2,3,"24,000",6,0
Slots|Facebook|899292133477413,0,0,1,"68,084,761",59,3,2,6,"990,476",8,0
Slots|Facebook|1044652166,0,0,1,"4,800,000",20,2,2,5,"240,000",5,0
Slots|Apple|0A60068B-046A-47AB-A7E9-6AEB903D95BF,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100001826342620,0,0,1,"21,157,678",159,7,2.03,5,"119,821",7,0
Slots|Facebook|391246582320542,0,0,1,"213,627,142",581,11,3.4,5,"378,928",9,0
Slots|Gamesys|johnnycashjre@aol.com,0,0,1,"397,189,285",167,7,6.76,7,"2,241,071",9,0
Slots|Facebook|100006449436373,0,0,1,"45,437,500",140,6,2,5,"212,500",7,0
Slots|Facebook|1742780458,3,59.99,7,"264,540,000",212,8,2,7,"1,180,000",9,"1,355.57"
Slots|Android|c597c2ed83b09be6,0,0,1,"74,672,242",710,12,4.67,5,"103,476",8,0
Slots|Facebook|100001268622708,2,0,1,"85,925,142",622,11,2.25,5,"143,571",8,633
Slots|Facebook|100001054528493,5,0,1,"1,491,157,982","2,197",13,7,5,"248,928",11,"15,778"
Slots|Apple|146132A7-5B24-4650-BD3C-D4DC6465A8D1,0,0,1,"92,779,285",368,9,2.9,5,"196,428",8,0
Slots|Facebook|100004250889309,0,0,1,"7,200,000",40,3,7,5,"180,000",6,0
Slots|Apple|F4B35949-FAA3-44FA-898E-8100B9EDE5AD,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|D3F7E66F-22A5-4423-807D-AFD64BE4BECB,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|d09c696785b6236f,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100006644379536,0,0,1,"810,589,285","1,209",13,7,6,"736,607",10,0
Slots|Apple|B2147258-9C1D-4E81-8765-7ED2029CC220,2,0,1,"32,678,571",399,9,7,5,"102,142",7,395.8
Slots|Android|3ed4ac6686a498c7,0,0,1,"2,978,333",390,9,2,2,"8,333",5,0
Slots|Facebook|100002035478811,0,0,1,"97,612,500",180,7,2,6,"562,500",8,0
Slots|Facebook|100003017799120,0,0,1,"396,703,000",264,8,2,7,"1,120,000",9,0
Slots|Facebook|100002633519083,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100003357474619,0,0,1,0,0,1,0,5,"200,400",1,0
Slots|Facebook|100001042433458,0,0,1,"91,193,571",336,9,5,5,"307,500",8,0
Slots|Apple|1FADE2F6-E970-4959-B517-6B2FBFC29A9E,0,0,1,"2,986,666",53,3,2,4,"60,000",5,0
Slots|Android|2547be4b11b04328,0,0,1,"67,456,180",808,12,4.38,3,"44,413",8,0
Slots|Apple|19C946B2-69A3-4A4B-B1C0-BCF4A796A232,0,0,1,"85,660,714",192,7,5.2,6,"517,857",8,0.99
Slots|Facebook|106310100528386,0,0,1,"130,710,500",396,9,3.93,5,"380,714",9,0
Slots|Facebook|100002152068346,0,0,1,"17,192,535",63,4,2,5,"269,321",7,0
Slots|Facebook|100007356279275,0,0,1,"9,977,500",170,7,2,3,"13,500",6,0
Slots|Facebook|100002660989091,5,18.19,4,"994,656,303","1,246",13,6.8,6,"887,142",10,"6,092.39"
Slots|Facebook|110147786547382,0,0,1,"13,427,750",225,8,6.4,4,"71,464",7,1
Slots|Apple|13F19E47-2F1A-444F-AAB0-284074EC2173,0,0,1,"20,155",44,3,2,1,510,2,0
Slots|Android|f65be00676055ea3,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|3c6c77ef62f53911,0,0,1,"27,611,585","3,122",13,7,2,"9,928",7,0
Slots|Android|fd0c57d3f9480b27,0,0,1,"23,357,692",468,10,6.5,3,"43,071",7,0
Slots|Facebook|100000299798046,0,0,1,"2,147,483,647","2,016",13,0,6,"652,500",12,0
Slots|Facebook|1273728493,0,0,1,"30,925,642",211,8,2.91,5,"168,778",7,0
Slots|Android|8c0c5a42596a6837,0,0,1,"365,676,071",831,12,6.7,5,"429,642",9,0
Slots|Facebook|100000503936378,0,0,1,"84,803,571",57,3,5.9,7,"1,500,000",8,0
Slots|Facebook|100002164089421,0,0,1,"359,882,933",140,6,2,7,"2,133,333",9,0
Slots|Facebook|717063988,0,0,1,"177,340,178",280,8,2.96,6,"575,000",9,0
Slots|Apple|597875e066ed247a1f93331c5c46057a,1,0,1,0,0,1,0,1,0,1,20.97
Slots|Facebook|673380763,0,0,1,"73,328,571",156,7,6.2,5,"485,714",8,0
Slots|Facebook|1136899703,0,0,1,"27,780,000",84,5,4.9,5,"364,285",7,0
Slots|Facebook|1173915972,0,0,1,"2,680,892",98,5,3.14,3,"24,375",5,0
Slots|Android|01b0051921bc8e00,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100001194519777,2,10,3,"111,840,000",113,6,2,6,"960,000",9,272
Slots|Facebook|100003639512125,0,0,1,"73,151,428",163,7,2.69,5,"428,928",8,0
Slots|Apple|0D5CE506-7385-432F-A908-41780F166F1F,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100002262405573,0,0,1,"830,000",44,3,0,3,"20,000",4,2.5
Slots|Android|dfc8c4ca76d16bca,0,0,1,"60,817,857",89,5,3.2,6,"500,000",8,0
Slots|Facebook|100002209159576,0,0,1,"64,904,285",70,4,2,6,"677,142",8,0
Slots|Facebook|100000590599545,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|0B8D6638-0A95-4DD5-9E3A-7D397C200C00,0,0,1,"44,220",44,3,2,2,"1,100",2,0
Slots|Facebook|100003183833736,0,0,1,"3,209,116",447,10,7,2,"9,083",5,0
Slots|Facebook|100001417323547,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100000765394215,1,0,1,"43,761,785",214,8,6.6,5,"215,000",7,19.99
Slots|Facebook|100005349545562,0,0,1,"29,681,339",321,9,5.1,3,"27,396",7,0
Slots|Android|0a577e9cc46ae3af,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|1d97ff458c4f6381,0,0,1,"9,773,748","3,111",13,4.9,2,"1,485",6,0
Slots|Facebook|1086597286,6,0,1,"208,192,500",352,9,3.5,5,"460,357",9,"21,237.25"
Slots|Apple|786CE134-9893-4EA9-80F6-440A538872BB,0,0,1,"447,012,946","1,033",13,6.8,5,"178,571",9,0
Slots|Facebook|1639345594,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100002571249212,0,0,1,"391,797,071",531,11,7,5,"495,000",9,0
Slots|Facebook|611003590,0,0,1,"46,734,821",317,9,3.15,5,"125,892",7,0
Slots|Facebook|100004401907299,0,0,1,"1,460,772,142",910,12,6.1,6,"776,428",11,0
Slots|Facebook|669831502,0,0,1,"77,320,357",211,8,5.8,5,"257,142",8,0
Slots|Facebook|105276353226881,0,0,1,"57,688,857","2,392",13,6.4,2,"9,000",8,0
Slots|Apple|A5E4C3F3-3782-4EB1-B6FC-F83B70DC5E61,0,0,1,"801,535",167,7,3.2,2,"5,785",4,0
Slots|Apple|3F49A580-D9A9-49E0-96C5-745AC7B3B4C1,0,0,1,"1,074,624,107","1,237",13,6.7,7,"1,070,000",11,0
Slots|Facebook|593657043,0,0,1,"209,452,678",105,6,2.27,7,"1,759,821",9,0
Slots|Android|b2c317bcac329d2b,0,0,1,"63,945,642",302,9,6.9,5,"170,357",8,0
Slots|Apple|82B6D8CD-2C06-491D-A2FA-A319DBC59FF9,7,4.99,2,"2,147,483,647","2,512",13,7,7,"2,020,357",12,"62,939.23"
Slots|Facebook|100000117282091,0,0,1,"1,259,594,821","2,370",13,7,5,"458,714",11,0
Slots|Android|5ee7cca33943d12f,0,1.99,2,"59,459,202",814,12,7,3,"15,904",8,11.95
Slots|Facebook|1436662459,0,0,1,"144,066,666",33,2,2,7,"2,666,666",9,0
Slots|Apple|345A3361-1857-4C75-8B82-8FED492D52D0_1,0,0,1,"2,147,483,647","1,788",13,7,7,"1,601,428",12,0
Slots|Android|1457527ce05551c1,0,0,1,"45,133,400","1,215",13,7,4,"50,000",7,0
Slots|Apple|FC8294FC-A837-4B5F-9C9A-42BF86072040,2,58.51,7,"836,068,750",891,12,6.8,6,"980,357",10,650.7
Slots|Android|a149232f903a46a6,0,0,1,0,0,1,0,4,"60,000",1,0
Slots|Facebook|100006455957840,0,0,1,"294,500,000",149,6,2,7,"1,500,000",9,0
Slots|Facebook|100000314671378,1,0,1,"397,314,642",825,12,4.6,5,"231,428",9,40.92
Slots|Facebook|100000481317804,0,0,1,"4,224,000",376,9,2,3,"10,000",5,0
Slots|Apple|4293F8E0-4362-4CEF-A0EA-9D5B69E18FEB,2,0,1,"2,147,483,647","1,718",13,7,7,"1,735,714",12,484.74
Slots|Apple|3117443C-696E-4483-9B7B-393A82495984,0,0,1,"21,108,571",145,6,3.8,5,"158,607",7,0
Slots|Apple|478646A1-1AC2-4724-AEAE-4CF499C2BF94,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|548448796,2,24.04,4,"788,593,750",180,7,3.5,7,"4,375,000",10,635.6
Slots|Apple|B5871740-9268-4A53-B657-F72F0CE77C0C,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|430277001753569,0,0,1,"405,383",313,9,2,1,783,3,0
Slots|Gamesys|bmorgan1973@gmail.com,2,0,1,"30,340,000",239,8,2.33,5,"120,000",7,79.96
Slots|Apple|7DC27496-E623-4C83-B174-E24A1186632E,0,0,1,"354,500,000",272,8,2,7,"1,000,000",9,0
Slots|Android|f526ed86a418d094,0,0,1,"184,068,785","1,968",13,4.7,4,"79,892",9,0
Slots|Facebook|100000654123261,0,0,1,"566,619,047",226,8,2.28,7,"2,500,000",10,0
Slots|Facebook|100000272204802,2,3.49,2,"335,534,250","2,406",13,7,4,"97,535",9,433
Slots|Android|99a7a99c56e365f4,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|273bcdbdd9dc33aa,0,0,1,"72,500",51,3,2.8,2,"1,000",2,0
Slots|Apple|cd9df09b70ddb23277fa64db894cc4e6,6,13.99,4,"2,147,483,647",729,12,5.8,9,"39,178,571",12,"30,172.82"
Slots|Android|5e050c45299bb695,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100001437307471,0,0,1,0,0,1,0,1,0,1,1
Slots|Android|85d918df58215079,0,0,1,"897,900",367,9,3.5,2,"2,500",4,0
Slots|Facebook|100003281860666,0,0,1,"105,244,952",297,8,2,5,"242,476",9,0
Slots|Android|455848482c20f6a5,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100003029177023,0,0,1,"30,807,952",234,8,2.28,4,"68,161",7,0
Slots|Apple|EA0D97C6-9D9C-4400-B3FE-A085516AF5B3,0,0,1,"27,585,000",201,8,7,5,"110,000",7,0
Slots|Facebook|100000488931845,2,19.99,4,"399,873,214",134,6,3.7,7,"3,187,500",9,983.81
Slots|Android|67cfb9ae028d4ca7,0,0,1,"20,516,071",419,10,0,4,"63,928",7,0
Slots|Apple|BE073D0E-203E-432F-B4F3-1CC390FFA0AA,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|1047259131,0,0,1,"45,225,000",67,4,2,6,"675,000",7,0
Slots|Facebook|100001270127043,0,0,1,"73,625,000",193,7,6.6,5,"371,428",8,0
Slots|Facebook|1860669327378994,0,0,1,"2,954,000",445,10,2,2,"5,000",5,0
Slots|Apple|45a37625e47e18e03581aaa380f61f5b,1,5.99,2,"85,643,714",90,5,2.1,5,"343,500",8,36.93
Slots|Android|358ef02a8aecab59,0,0,1,"302,966",592,11,4.67,1,633,3,0
Slots|Android|7fd3cc613858994d,0,0,1,"76,190,428",730,12,6.6,4,"87,464",8,0
Slots|Facebook|100000892390546,5,99.99,8,"2,147,483,647",797,12,2.8,7,"4,038,392",12,"8,981.67"
Slots|Android|dc8a215b0a3c0c3a,0,0,1,"31,827,642",104,6,2.67,4,"92,464",7,0
Slots|Apple|30843084-4430-46FF-A0EE-7613857CAE8E,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|afd31d5532f67a7e,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100000586567975,0,0,1,"40,291,428",242,8,2.7,5,"159,285",7,0
Slots|Facebook|100000955176198,4,6.29,2,"2,147,483,647",647,11,3.8,8,"9,133,035",12,"3,986.55"
Slots|Facebook|100000215380166,0,0,1,"122,071,428",339,9,2,5,"400,000",9,0
Slots|Apple|B42EF9A0-B17B-4D26-824C-6529297C1379,0,0,1,"8,820,532",400,10,2.31,3,"19,603",6,4.99
Slots|Facebook|100003062571027,2,20,4,"118,853,333",269,8,2,5,"453,333",9,214
Slots|Facebook|100000185318905,0,0,1,0,0,1,0,1,0,1,4
Slots|Android|a9ad5a4267b40509,0,0,1,"58,564,744",356,9,2.9,5,"108,142",8,2.99
Slots|Facebook|100001656523331,0,0,1,"442,114,357","1,145",13,5.9,5,"426,571",9,0
Slots|Facebook|100000157221807,0,0,1,"59,972,232",245,8,5.6,5,"237,857",8,0
Slots|Apple|EAEED627-68DB-4F1E-A3B6-32D39D51F1D5,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|29D8127A-FA5B-42B0-BF15-426E0E8B8A9A,0,0,1,"30,176,000",82,5,2,5,"386,000",7,0
Slots|Apple|49162BFA-C8EB-4813-A4D0-090A2F5CED14,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|B1DB7A95-AE20-4567-AC87-0E2590063B4E,7,99.99,8,"2,147,483,647",543,11,6.84,13,"656,696,428",12,"28,626.84"
Slots|Facebook|100000233547907,0,0,1,"28,957,500",90,5,6.4,5,"300,000",7,0
Slots|Facebook|100001401649926,0,0,1,"19,791,250",140,6,5.5,5,"145,357",7,0
Slots|Facebook|615228696,0,0,1,"9,954,428",308,9,4.48,3,"29,428",6,0
Slots|Facebook|1465595303,0,0,1,"9,099,428",125,6,4.6,4,"73,928",6,0
Slots|Apple|70CC5572-3A0C-4852-866A-62D3F5D29196,1,0,1,"37,339,285",456,10,4.4,4,"97,500",7,9.99
Slots|Apple|F7EBDB28-7B7A-4ABF-98DC-6142CECFE975,3,9.99,3,"51,810,142",329,9,6.6,5,"130,000",8,"1,244.99"
Slots|Facebook|100004040046329,0,0,1,"22,633,314",384,9,7,4,"59,821",7,0
Slots|Facebook|737832071,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|188997782591948,0,0,1,"5,320,000",219,8,2,3,"30,000",6,0
Slots|Android|5bba62ae2404d490,0,0,1,"58,975,653","1,044",13,0,3,"22,564",8,0
Slots|Apple|74496633-C61F-49BF-AFB6-16E2C7460505,0,0,1,"52,334,642",211,8,2.2,5,"223,928",8,0
Slots|Apple|4127A702-7DC8-4FF7-8051-8B6058D35783,6,99.99,8,"2,147,483,647","2,462",13,0,9,"40,071,428",12,"20,217.28"
Slots|Apple|213E63A3-BBBE-4795-B464-73D71841DC6C,0,0,1,"108,683,214",713,12,6.7,5,"138,035",9,0
Slots|Facebook|100001286903691,0,0,1,"63,876,785",197,7,3.47,5,"421,428",8,0
Slots|Android|8f62238f5b483303,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100004263790064,0,0,1,"65,378,035",390,9,7,5,"165,357",8,0
Slots|Apple|B09B3607-C4A8-4815-89CF-6CE737FC98B7,0,0,1,"206,853,571",475,10,6.1,5,"437,500",9,0
Slots|Facebook|1777483847,1,2.99,2,"34,164,107",121,6,2.49,5,"192,857",7,41.91
Slots|Android|cfe14b7f3e993fe5,0,0,1,"15,266,773",728,12,3.5,3,"16,166",7,0
Slots|Facebook|732501995,0,0,1,"146,392,857",205,8,5.2,6,"782,142",9,0
Slots|Facebook|1321087694,0,0,1,"125,855,357",112,6,4.73,7,"1,039,285",9,0.99
Slots|Android|789df3ba126cf197,0,0,1,"2,147,483,647",481,10,4.15,9,"17,414,285",12,0
Slots|Android|72203dd1a752320c,0,0,1,"78,653,270",496,10,2.8,5,"137,950",8,0
Slots|Android|3934a5a10667fd16,0,0,1,"46,950,000",106,6,7,6,"600,000",7,0
Slots|Android|1c090cdc7af409e1,0,0,1,"8,700,000",29,2,2,5,"300,000",6,0
Slots|Android|44efac4e0bf94589,0,0,1,"30,575,982",517,11,7,4,"62,910",7,0
Slots|Android|95c1bde6cf6775c9,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|941b5367965ab432_1,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|cc613fef31c4deba,1,7.99,2,"59,000,000",203,8,2,5,"340,000",8,44.91
Slots|Facebook|100000765423385,4,2.99,2,"2,147,483,647","2,016",13,6.6,7,"1,547,321",12,"4,241.55"
Slots|Facebook|807707162965812,0,0,1,"142,998,928",283,8,2.36,5,"478,571",9,0
Slots|Facebook|113788529040431,1,0,1,"3,620,600",212,8,2.8,3,"16,800",5,24
Slots|Apple|1EE99DD8-C53E-4798-AD57-2FB4518B41F6,0,0,1,"46,241,785",110,6,5.6,5,"388,571",7,0
Slots|Android|cf49b599f1cba2f9,0,0,1,"148,324,950",531,11,3.6,5,"124,678",9,0
Slots|Android|4ccd4be5bb5a0a2a,0,0,1,"2,864,275",53,3,2,4,"75,982",5,0
Slots|Apple|42FDF824-5D3F-4AEC-A9E8-81A32E847E7E,0,0,1,"23,680,000",77,4,2.8,5,"453,333",7,0
Slots|Apple|DC7FB7FE-7F2F-4CD5-B42C-3244AC4A2C58,0,0,1,"6,172,500",68,4,2,4,"95,000",6,0
Slots|Facebook|100006398433773,2,0,1,"160,197,892",295,8,2.53,6,"563,592",9,595
Slots|Facebook|100001572714948,0,0,1,"57,400,000",43,3,2,7,"1,600,000",8,0
Slots|Apple|0069F244-B958-4280-80D7-DA46D249115F,0,0,1,"7,557,900",139,6,0,3,"24,000",6,0
Slots|Facebook|100004971971911,6,0,1,"413,151,428",597,11,7,5,"407,142",9,"18,941"
Slots|Android|162078990290d8a7,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100003962421525,0,0,1,"20,416,666",208,8,2,5,"100,000",7,0
Slots|Facebook|100000589391297,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|594319377,0,0,1,"94,161,333",185,7,2,6,"538,333",8,0
Slots|Facebook|100001614890659,0,0,1,"98,841,333",212,8,2,5,"332,000",8,0
Slots|Android|4548a2fe70e8b122_2,1,0,1,"58,275,000",123,6,7,5,"225,000",8,61.95
Slots|Android|5b62fd01395c0220,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100001020016493,4,24.36,4,"2,147,483,647","1,392",13,6.9,8,"7,472,321",12,"4,850.90"
Slots|Android|531bf50e9bf11624,0,0,1,"685,955,535","1,095",13,6.5,5,"408,928",10,0
Slots|Android|96e9c5b696f71c0b,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|8ad30c7e4ef571d6,0,0,1,"48,802,364",313,9,6.03,5,"117,571",7,0
Slots|Facebook|104982851230638,0,1.99,2,"94,108,875",449,10,5.06,5,"174,285",8,1.99
Slots|Facebook|1601326531,0,0,1,"34,149,000",275,8,4.6,5,"120,000",7,0
Slots|Facebook|100000542347931,0,0,1,"382,051,785",329,9,6.6,7,"1,307,142",9,0
Slots|Facebook|100002669198687,0,0,1,"380,655,000",528,11,2,6,"660,000",9,0
Slots|Facebook|781545535,4,10.29,3,"2,147,483,647","1,256",13,7,7,"3,735,714",12,"9,605.25"
Slots|Facebook|100000272171864,0,0,1,"27,801,071",209,8,3.68,5,"130,714",7,0
Slots|Facebook|100002970526011,0,0,1,"88,127,678",199,7,4.93,5,"305,357",8,0
Slots|Android|ed1552d9213d640,0,0,1,"590,420,803","1,118",13,7,5,"407,857",10,0
Slots|Facebook|100001179058627,0,0,1,"6,012,000",42,3,4.67,5,"128,000",6,0
Slots|Facebook|100001296753238,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|9a75f58b0513c656,0,0,1,"221,018,071",406,10,2.69,5,"216,071",9,0
Slots|Facebook|1676643086,0,0,1,"210,732,142",329,9,6.09,6,"667,857",9,0
Slots|Facebook|1318024198,0,0,1,"5,186,271",87,5,3.33,4,"56,410",6,0
Slots|Apple|0F5511ED-02D4-47B7-9A54-81FB0175B04F,0,0,1,"75,466,666",61,4,2,6,"933,333",8,0
Slots|Gamesys|st0912270444@gmail.com,0,0,1,"181,458,107",801,12,6,5,"169,107",9,0
Slots|Facebook|100005556973531,1,0,1,0,0,1,2,1,0,1,9.99
Slots|Apple|C990BE09-849A-4BCB-9400-68402C1CC515,0,0,1,"14,784,428",190,7,2.4,4,"66,285",7,0
Slots|Apple|9C0E80E9-3529-4DA9-89E2-FB547E6687F5,0,0,1,"90,730,400",371,9,2,5,"272,000",8,0
Slots|Android|58c31854e697e9f1,0,0,1,"53,942,250",375,9,6.13,5,"157,714",8,0
Slots|Apple|AD9B991F-A1EA-4FE9-8921-16A72B20A9A9,0,0,1,"719,302,857","2,063",13,7,5,"304,285",10,0
Slots|Facebook|100001918694707,0,0,1,"212,388,333",455,10,2,6,"500,000",9,0
Slots|Apple|9367622F-DA1F-4594-B50C-1C8A55ADB762,0,0,1,"282,439,285",331,9,6.3,5,"389,642",9,0
Slots|Android|b092d494b1c6e33c,0,0,1,"10,194,216",136,6,5.83,4,"98,166",7,0
Slots|Android|13d1db31b542be68,0,0,1,"59,980,892",108,6,2.39,5,"374,285",8,0
Slots|Apple|7E630BD8-371C-40A4-8230-D553C06B8B16,1,2.99,2,"606,878,571",445,10,5.7,7,"1,189,285",10,30.92
Slots|Facebook|100000839351501,0,0,1,"304,339,821",673,11,6.4,5,"416,250",9,0
